24521;FACULDADES JURIS;1;4;5208707
23984;FACULDADE DO AMAZONAS;1;4;1302603
26138;FACULDADE ALFAUNIPAC DE TEOFILO OTONI;1;4;3168606
26201;FACULDADE POLITECNICA DE CORUMBA;1;4;5003207
24301;FACULDADE FUNORTE DE GOVERNADOR VALADARES;1;4;3127701
26656;FACULDADE FASIPE BRASILIA;1;4;5300108
25123;FACULDADE VALE DO IGUACU CANOINHAS;1;4;4203808
26044;ESCOLA DE ENSINO SUPERIOR LEC;1;4;3550308
15055;CENTRO UNIVERSITARIO UNIVERSO BELO HORIZONTE;1;4;3106200
27103;UNIVERSIDADE DO DISTRITO FEDERAL;1;2;5300108
26342;FACULDADE GPI;1;4;2211001
15053;CENTRO UNIVERSITARIO UNIVERSO GOIANIA;1;4;5208707
25205;FACULDADE MARECHAL RONDON DE OSASCO;1;4;3534401
26719;FACULDADE OPEN;1;4;3550308
24909;FACULDADE PITAGORAS UNIDADE CARUARU;1;4;2604106
26288;FACULDADE DO CENTRO DE MEDIADORES;1;4;5300108
26118;FACULDADE APRENDIZ;1;4;3105608
25510;FACULDADES INTEGRADAS PLATON;1;4;4205407
23129;INSTITUTO DE DESENVOLVIMENTO E APRENDIZAGEM  IDEA FORTALEZA;1;4;2304400
24675;FACULDADE DE ENERGIAS RENOVAVEIS E TECNOLOGIAS INDUSTRIAIS;1;4;2408102
26377;FACULDADE FAVENORTE DE ESPINOSA;1;4;3124302
26543;FACULDADE DE CIENCIAS DA SAUDE SIRIOLIBANES;1;4;3550308
26085;FACULDADE APM;1;4;5208707
25187;FACULDADE DE CIENCIAS E EMPREENDEDORISMO DE SIMOES FILHO;1;4;2930709
23991;FACULDADE THEMIS;1;4;3549805
26202;FACULDADE LEONARDO DA VINCI DE CHAPECO;1;4;4204202
24920;FACULDADE DE DIREITO EDUCACAO E GESTAO;1;4;3550308
26610;FACULDADE DE QUERENCIA;1;4;5107065
25349;FACULDADE INTERNACIONAL DE SAO PAULO;1;4;3550308
26411;INSTITUTO DE ESTUDOS ESTRATEGICOS EM CIENCIAS SOCIAIS;1;4;3550308
25364;FACULDADE INTERNACIONAL DE OURINHOS;1;4;3534708
26265;FACULDADE ITA EDUCACIONAL;1;4;3550308
24286;FACULDADE URCI;1;4;4106902
26037;FACULDADE UCEFF DE FREDERICO WETSPHALEN;1;4;4308508
25719;FACULDADE INPOS;1;4;5208707
26383;FACULDADE CDPI;1;4;5208707
25714;FACULDADE FIZAP;1;4;5300108
26281;FACULDADE DE ENSINO SETE;1;4;1505502
26328;FACULDADE PETRA;1;4;3136702
24437;FACULDADE MERITOS;1;4;5103403
26400;FACULDADE BATISTA LOGOS;1;4;3550308
23841;FACULDADE ESAMC BRASILIA;1;4;5300108
25764;FACULDADE LEONARDO DA VINCI DE JACOBINA;1;4;2917508
26581;FACULDADE MCPHERSON DE ARARAS;1;4;3503307
26529;ESCOLA DE COMUNICACAOMIDIA E INFORMACAO DE SAO PAULO DA FGV;1;4;3550308
26282;FACULDADE ELEVEN;1;4;4106902
24390;FACULDADE DE TECNOLOGIA E CIENCIAS  FTC ALAGOINHAS;1;4;2900702
26376;FACULDADE SANTA JOANA;1;4;3550308
25807;INSTITUTO DE POSGRADUACAO E ESTUDOS EM TECNOLOGIA DA SAUDE;1;4;3304557
25545;FACULDADE CENTROOESTE;1;4;5208707
26559;FACULDADE IPC;1;4;5208707
26709;FACULDADE CALIFORNIA BRASIL;1;4;3543402
24382;FACULDADE UNINASSAU CARPINA;1;4;2604007
25890;FACULDADE PEDREIRENSE DE EDUCACAO IPEDE;1;4;2108207
27029;FACULDADE SAO LEOPOLDO MANDIC DE LIMEIRA;1;4;3526902
26702;FACULDADE CATOLICA DO AMAZONAS;1;4;1302603
26166;FACULDADE FASIPE DE LUCAS DO RIO VERDE;1;4;5105259
24281;FACULDADE DE ENSINO E FORMACAO DA BAHIA;1;4;2914000
25974;FACULDADE SALEM;1;4;4127106
26627;FACULDADE BAIANA DE CIENCIAS DA SAUDE DR. OSWALDO FORTINI;1;4;2919553
25451;FACULDADE PREPARA;1;4;3549805
26038;FACULDADE UCEFF DE SAO MIGUEL DO OESTE;1;4;4217204
24060;FACULDADE FASIPE NORTE;1;4;5107925
28986;FACULDADE DE TECNOLOGIA DE BARRETOS;1;2;3505500
26541;INSTITUTO DE MATEMATICA PURA E APLICADA;1;4;3304557
24981;FACULDADE DE TECNOLOGIA SENAC SAO JOSE DOS PINHAIS;1;4;4125506
24259;FACULDADE UNIFICADA DE ENSINO SUPERIOR;1;4;5103403
25439;FACULDADE REGIONAL DO VALLE;1;4;2901007
26583;FACULDADE COMUNIDADE DAS NACOES;1;4;5300108
25525;FACULDADE SANTA BARBARA;1;4;2700300
29118;UNIVERSIDADE FEDERAL DO NORTE DO TOCANTINS;1;1;1702109
26858;UNIMT FACULDADES INTEGRADAS;1;4;5100201
23952;FACULDADE TEUTONIA;1;4;4321451
