953,"Diversidade (características semelhantes e diferentes dos objetos, como cor, forma, tamanho, cheiro, textura, peso etc., assim como as características físicas de cada pessoa); espaço (sala de aula, residência, bioma local); temporalidade (presente, passado e futuro, dia e noite, meses e ano); transformações (natural ou produzida pelo homem), fontes e formas de energia (sol - solar, vento - eólica, água - hidroelétrica ); cultura local e a relação com os elementos da natureza ( religiosidade como por exemplo festas da cabacinha, de Bom Jesus dos Navegantes, Iemanjá; brincadeiras como soltar pipa, fazer bola de sabão; lazer como tomar banho de mar, rio e piscina, higiene etc.); conhecimento científico (curiosidade, investigação e produção de novos conhecimentos e tecnologias); percepção do mundo (por meio dos órgãos dos sentidos , valores e das competências socioemocionais); inclusão (deficiência visual e auditiva); tecnologia (assistiva, para pessoas com deficiência, como Braille, óculos, lupas, aparelho auditivo e outros materiais) e sustentabilidade (coleta seletiva e reciclagem).",2
953,"Explorar, por meio dos órgãos do sentidos, diferentes materiais do cotidiano do aluno relacionados ao passado (chupeta, chocalho, mamadeira, fralda de tecido) e ao presente (brinquedos, carteira, cadeira, birô, café, material escolar etc.), identificando-os pelas características especificas (cor, odor, textura, forma, entre outros) e a origem da matéria-prima utilizada para confecção.",3
953,"Investigar as ações humanas que provocam poluição ou degradação do ambiente local, registrando por meio de fotografias ou desenhos.",4
953,"Refletir sobre a prática do consumo excessivo e o descarte incorreto dos resíduos no ambiente, investigando e divulgando na comunidade algumas ações sustentáveis (compostagem, reaproveitamento da água da chuva, coleta seletiva de pilhas, baterias, vidro, papel, metal, plástico, óleo de fritura, entre outros) que contribuam para minimizar os problemas ambientais da localidade.",5
954,"Identificar e descrever as partes que compõem o corpo humano com suas respectivas funções utilizando o próprio corpo, desenhos, música, poema, adivinhações, fotografias de pessoas com e sem deficiência física, pinturas, esculturas, modelos tridimensionais, bonecos trazido pelos próprios alunos com características diversas ou bonecos confeccionados com massa de modelar, argila ou material alternativo.",6
954,"Conversar sobre a importância do respeito e valorização da diversidade das características especificas de cada indivíduo como cor da pele e dos olhos, tipo de cabelo, altura, deficiência física etc.",7
954,"Investigar os materiais utilizados e os hábitos de higiene pessoal, identificando os cuidados que estão relacionados com a ação preventiva ou com a manutenção da qualidade de vida, de maneira que compreendam que alguns hábitos proporcionam o contágio ou a proliferação de doenças.",8
954,"Relacionar atitudes de prevenção a atividades do cotidiano, como andar descalço, ter contato com corpos d''água contaminados e comer alimentos não higienizados. Essa compreensão aprofunda o tema nos aspectos relacionados ao saneamento básico, como, por exemplo, nas questões relacionadas à potabilidade da água para o consumo.",9
954,Criar e afixar cartazes na sala e nos banheiros sobre higiene pessoal e as doenças relacionadas a ausência dos cuidados com o corpo e a falta de saneamento básico.,10
954,"Investigar os avanços tecnológicos na produção de materiais de higiene pessoal (sabonete, creme dental, fio dental etc.) e melhoria da qualidade de vida.",11
954,Sugestões de livros: O livro dos porquês: o corpo humano e Menina bonita do laço de fita.,12
955,"Identificar e descrever as partes que compõem o corpo humano com suas respectivas funções utilizando o próprio corpo, desenhos, música, poema, adivinhações, fotografias de pessoas com e sem deficiência física, pinturas, esculturas, modelos tridimensionais, bonecos trazido pelos próprios alunos com características diversas ou bonecos confeccionados com massa de modelar, argila ou material alternativo.",13
955,"Conversar sobre a importância do respeito e valorização da diversidade das características especificas de cada indivíduo como cor da pele e dos olhos, tipo de cabelo, altura, deficiência física etc.",14
955,"Investigar os materiais utilizados e os hábitos de higiene pessoal, identificando os cuidados que estão relacionados com a ação preventiva ou com a manutenção da qualidade de vida, de maneira que compreendam que alguns hábitos proporcionam o contágio ou a proliferação de doenças.",15
955,"Relacionar atitudes de prevenção a atividades do cotidiano, como andar descalço, ter contato com corpos d''água contaminados e comer alimentos não higienizados. Essa compreensão aprofunda o tema nos aspectos relacionados ao saneamento básico, como, por exemplo, nas questões relacionadas à potabilidade da água para o consumo.",16
955,Criar e afixar cartazes na sala e nos banheiros sobre higiene pessoal e as doenças relacionadas a ausência dos cuidados com o corpo e a falta de saneamento básico.,17
955,"Investigar os avanços tecnológicos na produção de materiais de higiene pessoal (sabonete, creme dental, fio dental etc.) e melhoria da qualidade de vida.",18
955,Sugestões de livros: O livro dos porquês: o corpo humano e Menina bonita do laço de fita.,19
956,"Identificar e descrever as partes que compõem o corpo humano com suas respectivas funções utilizando o próprio corpo, desenhos, música, poema, adivinhações, fotografias de pessoas com e sem deficiência física, pinturas, esculturas, modelos tridimensionais, bonecos trazido pelos próprios alunos com características diversas ou bonecos confeccionados com massa de modelar, argila ou material alternativo.",20
956,"Conversar sobre a importância do respeito e valorização da diversidade das características especificas de cada indivíduo como cor da pele e dos olhos, tipo de cabelo, altura, deficiência física etc.",21
956,"Investigar os materiais utilizados e os hábitos de higiene pessoal, identificando os cuidados que estão relacionados com a ação preventiva ou com a manutenção da qualidade de vida, de maneira que compreendam que alguns hábitos proporcionam o contágio ou a proliferação de doenças.",22
956,"Relacionar atitudes de prevenção a atividades do cotidiano, como andar descalço, ter contato com corpos d''água contaminados e comer alimentos não higienizados. Essa compreensão aprofunda o tema nos aspectos relacionados ao saneamento básico, como, por exemplo, nas questões relacionadas à potabilidade da água para o consumo.",23
956,Criar e afixar cartazes na sala e nos banheiros sobre higiene pessoal e as doenças relacionadas a ausência dos cuidados com o corpo e a falta de saneamento básico.,24
956,"Investigar os avanços tecnológicos na produção de materiais de higiene pessoal (sabonete, creme dental, fio dental etc.) e melhoria da qualidade de vida.",25
230,Leitura e compreensão de cartas pessoais.,323
