01,0111C012,Ciência da educação - Bacharelado,Bacharelado
01,0111C014,Ciência da educação - Sequencial,Sequencial
01,0111P013,Processos escolares - Tecnológico,Tecnológico
01,0111P022,Psicopedagogia - Bacharelado,Bacharelado
01,0111P024,Psicopedagogia - Sequencial,Sequencial
01,0112E011,Educação infantil formação de professor - Licenciatura,Licenciatura
01,0113E011,Educação do campo formação de professor - Licenciatura,Licenciatura
01,0113E021,Educação especial formação de professor - Licenciatura,Licenciatura
01,0113E031,Educação indígena formação de professor - Licenciatura,Licenciatura
01,0113F011,Formação pedagógica de professor para a educação básica - Licenciatura,Licenciatura
01,0113F014,Formação pedagógica de professor para a educação básica - Sequencial,Sequencial
01,0113P011,Pedagogia - Licenciatura,Licenciatura
01,0113P012,Pedagogia - Bacharelado,Bacharelado
01,0113P014,Pedagogia - Sequencial,Sequencial
01,0114A011,Artes formação de professor - Licenciatura,Licenciatura
01,0114A014,Artes formação de professor - Sequencial,Sequencial
01,0114A021,Artes visuais formação de professor - Licenciatura,Licenciatura
01,0114B011,Biologia formação de professor - Licenciatura,Licenciatura
01,0114C011,Ciências agrárias formação de professor - Licenciatura,Licenciatura
01,0114C021,Ciências naturais formação de professor - Licenciatura,Licenciatura
01,0114C031,Ciências sociais formação de professor - Licenciatura,Licenciatura
01,0114C041,Cinema e audiovisual formação de professor - Licenciatura,Licenciatura
01,0114C051,Computação formação de professor - Licenciatura,Licenciatura
01,0114D011,Dança formação de professor - Licenciatura,Licenciatura
01,0114E011,Economia doméstica formação de professor - Licenciatura,Licenciatura
01,0114E021,Educação do campo em áreas de conhecimento da educação básica formação de professor - Licenciatura,Licenciatura
01,0114E031,Educação física formação de professor - Licenciatura,Licenciatura
01,0114E041,Educação indígena em áreas de conhecimento da educação básica formação de professor - Licenciatura,Licenciatura
01,0114E051,Enfermagem formação de professor - Licenciatura,Licenciatura
01,0114E061,Ensino profissionalizante em área específica formação de professor - Licenciatura,Licenciatura
01,0114E071,Ensino religioso formação de professor - Licenciatura,Licenciatura
01,0114E081,Estatística formação de professor - Licenciatura,Licenciatura
01,0114F011,Filosofia formação de professor - Licenciatura,Licenciatura
01,0114F021,Física formação de professor - Licenciatura,Licenciatura
01,0114G011,Geografia formação de professor - Licenciatura,Licenciatura
01,0114H011,História formação de professor - Licenciatura,Licenciatura
01,0114M011,Matemática formação de professor - Licenciatura,Licenciatura
01,0114M021,Música formação de professor - Licenciatura,Licenciatura
01,0114P011,Psicologia formação de professor - Licenciatura,Licenciatura
01,0114Q011,Química formação de professor - Licenciatura,Licenciatura
01,0114T011,Teatro formação de professor - Licenciatura,Licenciatura
01,0115L011,Letras alemão formação de professor - Licenciatura,Licenciatura
01,0115L021,Letras espanhol formação de professor - Licenciatura,Licenciatura
01,0115L031,Letras francês formação de professor - Licenciatura,Licenciatura
01,0115L041,Letras inglês formação de professor - Licenciatura,Licenciatura
01,0115L051,Letras italiano formação de professor  - Licenciatura,Licenciatura
01,0115L061,Letras japonês formação de professor  - Licenciatura,Licenciatura
01,0115L071,Letras língua brasileira de sinais formação de professor - Licenciatura,Licenciatura
01,0115L081,Letras línguas estrangeiras clássicas formação de professor - Licenciatura,Licenciatura
01,0115L091,Letras linguística formação de professor  - Licenciatura,Licenciatura
01,0115L101,Letras outras línguas estrangeiras modernas formação de professor  - Licenciatura,Licenciatura
01,0115L111,Letras português alemão formação de professor - Licenciatura,Licenciatura
01,0115L121,Letras português espanhol formação de professor - Licenciatura,Licenciatura
01,0115L131,Letras português formação de professor - Licenciatura,Licenciatura
01,0115L141,Letras português francês formação de professor - Licenciatura,Licenciatura
01,0115L151,Letras português inglês formação de professor - Licenciatura,Licenciatura
01,0115L161,Letras português italiano formação de professor - Licenciatura,Licenciatura
01,0115L171,Letras português japonês formação de professor - Licenciatura,Licenciatura
01,0115L181,Letras português língua brasileira de sinais formação de professor - Licenciatura,Licenciatura
01,0115L191,Letras português línguas estrangeiras clássicas formação de professor - Licenciatura,Licenciatura
01,0115L201,Letras português outras línguas estrangeiras modernas formação de professor - Licenciatura,Licenciatura
01,0115L211,Letras tradutor e intérprete formação de professor - Licenciatura,Licenciatura
01,0188P011,Programas interdisciplinares abrangendo educação - Licenciatura,Licenciatura
01,0188P012,Programas interdisciplinares abrangendo educação - Bacharelado,Bacharelado
