23251;INSTITUTO UNIVERSITARIO UNA DE ITUMBIARA;1;4;5211503
24876;FACULDADE DE DIREITO E NEGOCIOS;1;4;4115200
24893;FACULDADE MARCIEL SALES;1;4;2409407
24982;FACULDADE DE TECNOLOGIA SENAC LONDRINA CENTRO;1;4;4113700
25234;CENTRO EDUCACIONAL SUPERIOR MASTER;1;4;3204906
25405;FACULDADES INTEGRADAS PROGRESSO LTDA;1;4;5103353
25457;FACULDADE EDUCAR;1;4;3122009
25458;FACULDADE IEPG;1;4;5208707
25633;FACULDADE ATENAS DO EXTREMO SUL BAIANO;1;4;2925303
25880;INSTITUTO DE ENSINO DE SEGURANCA DO PARA;1;2;1504422
25931;FAME FACULDADE MINEIRA DE EDUCACAO EAD;1;4;3119401
26147;FACULDADE AGROADVANCE;1;4;5208707
26248;FACULDADE UFAPE;1;4;3550308
26278;FACULDADE DE CIENCIAS DA SAUDE DR. OSWALDO FORTINI GOIANIA;1;4;5208707
26345;FACULDADE ALIANCA CENTROOESTE;1;4;5212501
26401;FACULDADE IEDA SILVA;1;4;2401008
26524;FACULDADE REGIONAL DE UBERABA;1;4;3170107
26532;FACULDADE PORTUGUESA DE ENSINO SUPERIOR;1;4;3106200
26560;INSTITUTO DE EDUCACAO MEDICA;1;4;3304557
26631;FACULDADE DE CIENCIAS DA SAUDE DR. OSWALDO FORTINI SINOP;1;4;5107909
26715;FACULDADE UNIFAEL FLORIANOPOLIS;1;4;4205407
26716;FACULDADE UNINASSAU DE PATOS;1;4;2510808
26777;ACADEMIA DA FORCA AEREA;1;1;3539301
26835;FACULDADE SANTA TERESA DE SANTAREM;1;4;1506807
26860;FACULDADE SANTA TERESA DE PARINTINS;1;4;1303403
26875;FACULDADE BRASILEIRA DE CIENCIAS MEDICAS;1;4;4118501
26882;FACULDADE DE EDUCACAO E ENSINO DE GUARULHOS;1;4;3518800
26883;FACULDADE ACADEMUS;1;4;3518800
26902;FACULDADE DE MEDICINA UNIDERP DE DOURADOS;1;4;5003702
